call_id,account_id,event_at,agent_id,campaign_id,direction,vendor_id,call_status,duration_sec,reported_timezone,timezone_unreliable_flag
CALL0017650,ACC0017180,2026-05-21 12:32:36,AGT0000018,CMP0000007,OUTBOUND,VND0000008,FAILED,242,Asia/Kolkata,true
CALL0017651,ACC0014070,2026-03-11 16:18:31,AGT0000031,CMP0000106,OUTBOUND,VND0000008,ANSWERED,530,Asia/Kolkata,true
CALL0017652,ACC0025143,2026-07-18 02:07:20,AGT0000406,CMP0000073,OUTBOUND,VND0000012,VOICEMAIL,471,Asia/Dubai,true
CALL0017653,ACC0006722,2026-01-11 00:53:56,AGT0000820,CMP0000110,OUTBOUND,VND0000012,FAILED,346,UTC,true
CALL0017654,ACC0026500,2026-05-09 10:50:36,AGT0000742,CMP0000064,OUTBOUND,VND0000003,FAILED,361,Asia/Dubai,true
CALL0017655,ACC0011648,2026-05-16 17:35:33,AGT0000250,CMP0000070,OUTBOUND,VND0000012,VOICEMAIL,668,UTC,true
CALL0017656,ACC0008841,2026-01-02 05:22:53,AGT0000951,CMP0000105,OUTBOUND,VND0000002,VOICEMAIL,220,Asia/Dubai,true
CALL0017657,ACC0013588,2026-05-10 17:40:00,AGT0000607,CMP0000075,OUTBOUND,VND0000006,FAILED,359,UTC,true
CALL0017658,ACC0008575,2026-03-09 10:47:06,AGT0000298,CMP0000006,OUTBOUND,VND0000009,BUSY,738,UTC,true
CALL0017659,ACC0025517,2026-06-15 10:04:13,AGT0000025,CMP0000035,OUTBOUND,VND0000012,VOICEMAIL,330,UTC,true
CALL0017660,ACC0013623,2026-04-17 04:25:16,AGT0000551,CMP0000022,OUTBOUND,VND0000008,NO_ANSWER,12,UTC,true
CALL0017661,ACC0008972,2026-04-10 16:27:13,AGT0000980,CMP0000095,OUTBOUND,VND0000009,VOICEMAIL,0,UTC,true
CALL0017662,ACC0027900,2026-05-05 05:14:35,AGT0000203,CMP0000039,INBOUND,VND0000004,VOICEMAIL,742,Asia/Dubai,true
CALL0017663,ACC0005500,2026-02-11 03:24:57,AGT0000325,CMP0000039,OUTBOUND,VND0000007,ANSWERED,315,UTC,true
CALL0017664,ACC0016560,2026-05-23 09:00:59,AGT0000927,CMP0000023,OUTBOUND,VND0000011,FAILED,331,Asia/Kolkata,true
CALL0017665,ACC0023093,2026-04-22 20:56:56,AGT0000537,CMP0000045,OUTBOUND,VND0000009,NO_ANSWER,462,Asia/Dubai,true
CALL0017666,ACC0002675,2026-02-17 09:09:11,AGT0000476,CMP0000095,OUTBOUND,VND0000014,VOICEMAIL,570,UTC,true
CALL0017667,ACC0014789,2026-03-22 00:28:51,AGT0000836,CMP0000107,OUTBOUND,VND0000003,NO_ANSWER,230,Asia/Kolkata,true
CALL0017668,ACC0015159,2026-03-17 15:56:20,AGT0000641,CMP0000033,OUTBOUND,VND0000005,FAILED,712,Asia/Dubai,true
CALL0017669,ACC0015256,2026-07-15 22:44:35,AGT0000686,CMP0000019,OUTBOUND,VND0000008,ANSWERED,108,UTC,true
CALL0017670,ACC0021111,2026-07-13 03:30:31,AGT0000567,CMP0000032,OUTBOUND,VND0000011,BUSY,439,Asia/Dubai,true
CALL0017671,ACC0012136,2026-06-07 07:36:22,AGT0000417,CMP0000054,OUTBOUND,VND0000001,FAILED,199,Asia/Dubai,true
CALL0017672,ACC0009373,2026-03-16 19:17:41,AGT0000321,CMP0000042,OUTBOUND,VND0000012,BUSY,424,UTC,true
CALL0017673,ACC0025377,2026-02-23 21:18:25,AGT0000262,CMP0000013,INBOUND,VND0000015,VOICEMAIL,348,Asia/Dubai,true
CALL0017674,ACC0005809,2026-06-13 07:46:32,AGT0000639,CMP0000068,OUTBOUND,VND0000011,NO_ANSWER,399,Asia/Dubai,true
CALL0017675,ACC0025706,2026-02-19 18:57:59,AGT0000383,CMP0000013,OUTBOUND,VND0000011,ANSWERED,403,Asia/Dubai,true
CALL0017676,ACC0001583,2026-01-25 08:23:28,AGT0000207,CMP0000042,OUTBOUND,VND0000007,NO_ANSWER,364,Asia/Kolkata,true
CALL0017677,ACC0011622,2026-01-03 13:49:54,AGT0000864,CMP0000039,INBOUND,VND0000014,VOICEMAIL,387,Asia/Kolkata,true
CALL0017678,ACC0012804,2026-05-08 22:04:06,AGT0000972,CMP0000091,OUTBOUND,VND0000003,VOICEMAIL,108,UTC,true
CALL0017679,ACC0005448,2026-05-12 18:01:25,AGT0000606,CMP0000106,OUTBOUND,VND0000007,ANSWERED,144,Asia/Dubai,true
CALL0017680,ACC0021492,2026-04-12 01:46:35,AGT0000218,CMP0000004,OUTBOUND,VND0000015,VOICEMAIL,867,Asia/Dubai,true
CALL0017681,ACC0023995,2026-01-23 18:09:31,AGT0000856,CMP0000088,OUTBOUND,VND0000002,ANSWERED,217,UTC,true
CALL0017682,ACC0011595,2026-05-27 10:45:58,AGT0000363,CMP0000094,OUTBOUND,VND0000012,ANSWERED,633,UTC,true
CALL0017683,ACC0000119,2026-02-09 05:07:27,AGT0000130,CMP0000117,OUTBOUND,VND0000007,BUSY,167,UTC,true
CALL0017684,ACC0010713,2026-03-15 01:53:28,AGT0000448,CMP0000046,OUTBOUND,VND0000009,FAILED,237,Asia/Kolkata,true
CALL0017685,ACC0003139,2026-06-25 01:20:01,AGT0000963,CMP0000114,OUTBOUND,VND0000012,ANSWERED,555,Asia/Kolkata,true
CALL0017686,ACC0020960,2026-02-24 08:56:48,AGT0000285,CMP0000062,OUTBOUND,VND0000001,BUSY,196,Asia/Dubai,true
CALL0017687,ACC0002763,2026-02-24 08:57:22,AGT0000605,CMP0000071,OUTBOUND,VND0000012,FAILED,393,Asia/Kolkata,true
CALL0017688,ACC0023020,2026-04-02 07:47:22,AGT0000828,CMP0000066,INBOUND,VND0000014,VOICEMAIL,76,Asia/Dubai,true
CALL0017689,ACC0018952,2026-01-08 00:29:43,AGT0000266,CMP0000061,OUTBOUND,VND0000007,VOICEMAIL,532,Asia/Dubai,true
CALL0017690,ACC0027163,2026-07-28 16:00:55,AGT0000157,CMP0000103,OUTBOUND,VND0000015,ANSWERED,704,Asia/Dubai,true
CALL0017691,ACC0005139,2026-01-12 12:33:56,AGT0000940,CMP0000015,OUTBOUND,VND0000007,BUSY,780,Asia/Dubai,true
CALL0017692,ACC0014585,2026-01-12 07:07:59,AGT0000801,CMP0000049,OUTBOUND,VND0000014,ANSWERED,16,UTC,true
CALL0017693,ACC0024874,2026-06-15 07:49:29,AGT0000673,CMP0000084,OUTBOUND,VND0000008,BUSY,159,Asia/Kolkata,true
CALL0017694,ACC0010490,2026-02-08 01:03:45,AGT0000347,CMP0000027,OUTBOUND,VND0000008,NO_ANSWER,243,Asia/Dubai,true
CALL0017695,ACC0007961,2026-04-02 08:48:25,AGT0000144,CMP0000045,OUTBOUND,VND0000008,NO_ANSWER,627,UTC,true
CALL0017696,ACC0007860,2026-02-06 08:11:46,AGT0000375,CMP0000060,OUTBOUND,VND0000014,ANSWERED,541,UTC,true
CALL0017697,ACC0028058,2026-07-11 14:43:01,AGT0000375,CMP0000054,INBOUND,VND0000012,BUSY,780,Asia/Dubai,true
CALL0017698,ACC0018265,2026-03-12 23:19:35,AGT0000936,CMP0000097,OUTBOUND,VND0000015,ANSWERED,406,Asia/Dubai,true
CALL0017699,ACC0027053,2026-05-07 07:29:58,AGT0000964,CMP0000029,OUTBOUND,VND0000010,VOICEMAIL,539,Asia/Dubai,true
CALL0017700,ACC0010493,2026-01-02 10:00:53,AGT0000350,CMP0000052,OUTBOUND,VND0000004,VOICEMAIL,332,UTC,true
CALL0017701,ACC0021287,2026-06-04 02:55:26,AGT0000139,CMP0000083,OUTBOUND,VND0000009,BUSY,855,UTC,true
CALL0017702,ACC0023995,2026-02-03 14:26:27,AGT0000790,CMP0000083,OUTBOUND,VND0000010,NO_ANSWER,871,Asia/Dubai,true
CALL0017703,ACC0007577,2026-04-23 05:50:28,AGT0000531,CMP0000045,OUTBOUND,VND0000007,NO_ANSWER,545,UTC,true
CALL0017704,ACC0010448,2026-03-21 15:12:21,AGT0000227,CMP0000078,OUTBOUND,VND0000002,ANSWERED,501,UTC,true
CALL0017705,ACC0000846,2026-01-18 23:03:21,AGT0000914,CMP0000074,OUTBOUND,VND0000008,FAILED,790,Asia/Kolkata,true
CALL0017706,ACC0023966,2026-01-15 23:04:00,AGT0000648,CMP0000049,OUTBOUND,VND0000013,FAILED,891,Asia/Dubai,true
CALL0017707,ACC0025274,2026-02-22 01:59:59,AGT0000563,CMP0000058,OUTBOUND,VND0000014,FAILED,398,Asia/Kolkata,true
CALL0017708,ACC0016931,2026-01-19 18:28:22,AGT0000966,CMP0000030,OUTBOUND,VND0000015,NO_ANSWER,721,UTC,true
CALL0017709,ACC0001143,2026-08-07 17:49:21,AGT0000732,CMP0000097,OUTBOUND,VND0000014,BUSY,284,Asia/Kolkata,true
CALL0017710,ACC0021857,2026-08-08 17:23:14,AGT0000580,CMP0000007,OUTBOUND,VND0000002,NO_ANSWER,385,UTC,true
CALL0017711,ACC0025389,2026-05-21 08:07:54,AGT0000785,CMP0000084,OUTBOUND,VND0000003,NO_ANSWER,698,Asia/Kolkata,true
CALL0017712,ACC0005249,2026-01-21 19:43:37,AGT0000445,CMP0000019,OUTBOUND,VND0000003,VOICEMAIL,81,Asia/Kolkata,true
CALL0017713,ACC0003492,2026-05-20 12:50:39,AGT0000915,CMP0000026,OUTBOUND,VND0000006,FAILED,448,UTC,true
CALL0017714,ACC0017905,2026-06-06 17:45:18,,CMP0000046,OUTBOUND,VND0000012,BUSY,881,UTC,true
CALL0017715,ACC0009785,2026-04-20 04:05:16,AGT0000194,CMP0000052,INBOUND,VND0000002,ANSWERED,592,Asia/Dubai,true
CALL0017716,ACC0012972,2026-06-02 08:40:01,AGT0000065,CMP0000026,OUTBOUND,VND0000007,BUSY,776,Asia/Kolkata,true
CALL0017717,ACC0007461,2026-05-09 11:30:15,AGT0000251,CMP0000089,OUTBOUND,VND0000007,NO_ANSWER,111,Asia/Kolkata,true
CALL0017718,ACC0027939,2026-05-19 18:56:34,AGT0000496,CMP0000110,OUTBOUND,VND0000012,FAILED,532,UTC,true
CALL0017719,ACC0011690,2026-06-07 09:45:40,AGT0000634,CMP0000094,OUTBOUND,VND0000007,FAILED,712,Asia/Kolkata,true
CALL0017720,ACC0019063,2026-01-16 10:49:48,AGT0000395,CMP0000119,OUTBOUND,VND0000010,ANSWERED,65,Asia/Dubai,true
CALL0017721,ACC0009064,2026-02-07 11:15:51,AGT0000863,CMP0000012,OUTBOUND,VND0000006,NO_ANSWER,90,Asia/Dubai,true
CALL0017722,ACC0000649,2026-01-31 00:19:28,AGT0000977,CMP0000031,OUTBOUND,VND0000004,FAILED,570,Asia/Kolkata,true
CALL0017723,ACC0010063,2026-02-09 17:53:09,AGT0000310,CMP0000087,OUTBOUND,VND0000003,NO_ANSWER,460,UTC,true
CALL0017724,ACC0013943,2026-07-22 22:02:34,AGT0000376,CMP0000079,OUTBOUND,VND0000014,FAILED,398,Asia/Dubai,true
CALL0017725,ACC0025774,2026-05-11 18:47:47,AGT0000708,CMP0000042,OUTBOUND,VND0000006,FAILED,198,UTC,true
CALL0017726,ACC0022634,2026-04-14 04:48:16,AGT0000836,CMP0000047,OUTBOUND,VND0000005,FAILED,508,Asia/Kolkata,true
CALL0017727,ACC0017318,2026-03-25 16:58:08,AGT0000328,CMP0000059,OUTBOUND,VND0000011,FAILED,293,Asia/Kolkata,true
CALL0017728,ACC0022247,2026-05-28 13:56:10,AGT0000844,CMP0000001,OUTBOUND,VND0000010,ANSWERED,237,Asia/Dubai,true
CALL0017729,ACC0020396,2026-04-22 12:33:03,AGT0000915,CMP0000036,OUTBOUND,VND0000013,BUSY,856,Asia/Kolkata,true
CALL0017730,ACC0027702,2026-05-15 05:48:43,AGT0000767,CMP0000108,OUTBOUND,VND0000015,FAILED,271,Asia/Dubai,true
CALL0017731,ACC0003055,2026-05-19 22:08:52,AGT0000309,CMP0000052,OUTBOUND,VND0000015,NO_ANSWER,818,Asia/Dubai,true
CALL0017732,ACC0020591,2026-03-10 06:06:10,AGT0000989,CMP0000008,INBOUND,VND0000006,NO_ANSWER,198,UTC,true
CALL0017733,ACC0015035,2026-04-17 03:15:26,AGT0000811,CMP0000082,OUTBOUND,VND0000014,VOICEMAIL,502,Asia/Kolkata,true
CALL0017734,ACC0028070,2026-08-05 04:19:40,AGT0000593,CMP0000091,OUTBOUND,VND0000012,VOICEMAIL,512,Asia/Kolkata,true
CALL0017735,ACC0003495,2026-02-09 19:21:06,AGT0000358,CMP0000036,OUTBOUND,VND0000015,BUSY,107,Asia/Kolkata,true
CALL0017736,ACC0000014,2026-03-18 11:27:34,AGT0000920,CMP0000009,OUTBOUND,VND0000006,BUSY,460,UTC,true
CALL0017737,ACC0018266,2026-04-26 09:31:49,AGT0000209,CMP0000039,OUTBOUND,VND0000015,NO_ANSWER,153,Asia/Dubai,true
CALL0017738,ACC0001699,2026-06-18 19:12:34,AGT0000912,CMP0000079,OUTBOUND,VND0000008,BUSY,120,Asia/Kolkata,true
CALL0017739,ACC0015804,2026-06-13 01:54:27,AGT0000307,CMP0000015,OUTBOUND,VND0000012,BUSY,712,Asia/Kolkata,true
CALL0017740,ACC0011376,2026-05-08 16:03:10,AGT0000618,CMP0000002,OUTBOUND,VND0000002,ANSWERED,63,UTC,true
CALL0017741,ACC0023431,2026-07-07 01:15:03,AGT0000054,CMP0000019,OUTBOUND,VND0000014,FAILED,16,Asia/Kolkata,true
CALL0017742,ACC0014474,2026-03-26 21:23:38,AGT0000535,CMP0000106,OUTBOUND,VND0000007,ANSWERED,717,Asia/Kolkata,true
CALL0017743,ACC0012451,2026-07-05 23:30:10,AGT0000939,CMP0000045,OUTBOUND,VND0000001,ANSWERED,136,Asia/Dubai,true
CALL0017744,ACC0002291,2026-06-14 09:08:11,AGT0000757,CMP0000059,OUTBOUND,VND0000004,NO_ANSWER,481,Asia/Dubai,true
CALL0017745,ACC0000451,2026-06-27 08:08:29,AGT0000603,CMP0000065,OUTBOUND,VND0000001,NO_ANSWER,133,Asia/Dubai,true
CALL0017746,ACC0019980,2026-01-24 07:25:09,AGT0000471,CMP0000036,OUTBOUND,VND0000011,FAILED,276,Asia/Kolkata,true
CALL0017747,ACC0027921,2026-02-17 03:51:34,AGT0000694,CMP0000104,OUTBOUND,VND0000011,NO_ANSWER,845,UTC,true
CALL0017748,ACC0000937,2026-06-11 08:45:42,AGT0000909,CMP0000114,OUTBOUND,VND0000003,ANSWERED,180,UTC,true
CALL0017749,ACC0020270,2026-01-12 00:58:00,AGT0000094,CMP0000035,OUTBOUND,VND0000014,NO_ANSWER,786,UTC,true
CALL0017750,ACC0007685,2026-01-29 08:24:58,AGT0000366,CMP0000093,OUTBOUND,VND0000005,NO_ANSWER,491,UTC,true
CALL0017751,ACC0016916,2026-02-07 12:15:48,AGT0000516,CMP0000096,OUTBOUND,VND0000013,NO_ANSWER,611,Asia/Dubai,true
CALL0017752,ACC0006351,2026-01-06 16:48:20,AGT0000999,CMP0000025,OUTBOUND,VND0000002,FAILED,536,Asia/Kolkata,true
CALL0017753,ACC0020311,2026-02-13 11:47:59,AGT0000013,CMP0000041,OUTBOUND,VND0000002,VOICEMAIL,559,UTC,true
CALL0017754,ACC0005747,2026-01-28 05:27:23,AGT0000045,CMP0000119,OUTBOUND,VND0000004,VOICEMAIL,151,Asia/Kolkata,true
CALL0017755,ACC0008840,2026-02-28 18:55:46,AGT0000461,CMP0000019,OUTBOUND,VND0000004,ANSWERED,876,UTC,true
CALL0017756,ACC0014357,2026-04-19 05:17:36,AGT0000259,CMP0000107,INBOUND,VND0000014,NO_ANSWER,337,Asia/Kolkata,true
CALL0017757,ACC0002427,2026-04-09 02:50:40,AGT0000729,CMP0000020,INBOUND,VND0000010,FAILED,737,UTC,true
CALL0017758,ACC0021436,2026-03-03 19:29:31,AGT0000553,CMP0000099,OUTBOUND,VND0000002,VOICEMAIL,75,Asia/Kolkata,true
CALL0017759,ACC0006096,2026-03-06 00:47:48,AGT0000041,CMP0000022,OUTBOUND,VND0000003,BUSY,540,UTC,true
CALL0017760,ACC0000001,2026-06-22 18:45:14,AGT0000759,CMP0000089,OUTBOUND,VND0000013,BUSY,44,UTC,true
CALL0017761,ACC0027743,2026-01-01 02:37:53,AGT0000749,CMP0000042,OUTBOUND,VND0000004,BUSY,417,Asia/Dubai,true
CALL0017762,ACC0004881,2026-02-22 11:55:28,AGT0000831,CMP0000035,OUTBOUND,VND0000007,FAILED,888,Asia/Kolkata,true
CALL0017763,ACC0001698,2026-06-19 18:23:15,AGT0000371,CMP0000036,OUTBOUND,VND0000001,BUSY,353,Asia/Dubai,true
CALL0017764,ACC0000120,2026-08-02 20:44:22,AGT0000597,CMP0000112,OUTBOUND,VND0000013,NO_ANSWER,600,UTC,true
CALL0017765,ACC0006985,2026-01-25 00:49:52,AGT0000683,CMP0000076,OUTBOUND,VND0000012,BUSY,255,Asia/Kolkata,true
CALL0017766,ACC0020529,2026-06-28 00:08:21,AGT0000819,CMP0000105,OUTBOUND,VND0000008,ANSWERED,737,Asia/Dubai,true
CALL0017767,ACC0005013,2026-02-26 06:44:49,AGT0000418,CMP0000042,OUTBOUND,VND0000011,ANSWERED,219,Asia/Kolkata,true
CALL0017768,ACC0009370,2026-06-05 12:35:53,AGT0000150,CMP0000031,INBOUND,VND0000009,VOICEMAIL,862,UTC,true
CALL0017769,ACC0009875,2026-08-03 15:26:22,AGT0000038,CMP0000096,OUTBOUND,VND0000014,ANSWERED,496,UTC,true
CALL0017770,ACC0008538,2026-06-02 16:26:18,AGT0000855,CMP0000038,OUTBOUND,VND0000007,VOICEMAIL,898,Asia/Kolkata,true
CALL0017771,ACC0004212,2026-03-10 07:14:42,AGT0000483,CMP0000077,OUTBOUND,VND0000002,VOICEMAIL,82,UTC,true
CALL0017772,ACC0001902,2026-05-06 07:11:41,AGT0000932,CMP0000036,OUTBOUND,VND0000006,VOICEMAIL,152,UTC,true
CALL0017773,ACC0028599,2026-07-15 09:19:23,AGT0000149,CMP0000065,OUTBOUND,VND0000004,ANSWERED,444,UTC,true
CALL0017774,ACC0029676,2026-06-16 06:20:33,AGT0000357,CMP0000024,OUTBOUND,VND0000006,NO_ANSWER,697,Asia/Dubai,true
CALL0017775,ACC0017400,2026-02-19 01:42:45,AGT0000160,CMP0000057,OUTBOUND,VND0000006,BUSY,9,Asia/Kolkata,true
CALL0017776,ACC0027288,2026-08-06 01:40:29,AGT0000766,CMP0000020,OUTBOUND,VND0000015,FAILED,721,UTC,true
CALL0017777,ACC0000940,2026-07-28 03:26:24,AGT0000987,CMP0000008,OUTBOUND,VND0000009,VOICEMAIL,532,Asia/Kolkata,true
CALL0017778,ACC0009343,2026-02-11 10:33:11,AGT0000364,CMP0000037,OUTBOUND,VND0000006,FAILED,625,Asia/Dubai,true
CALL0017779,ACC0012785,2026-02-07 18:54:53,AGT0000246,CMP0000006,OUTBOUND,VND0000004,VOICEMAIL,263,Asia/Kolkata,true
CALL0017780,ACC0014796,2026-07-13 05:11:44,AGT0000427,CMP0000040,INBOUND,VND0000009,VOICEMAIL,630,UTC,true
CALL0017781,ACC0024117,2026-05-04 02:28:36,AGT0000427,CMP0000087,OUTBOUND,VND0000006,FAILED,738,UTC,true
CALL0017782,ACC0024934,2026-02-03 05:43:52,AGT0000531,CMP0000079,OUTBOUND,VND0000007,NO_ANSWER,404,UTC,true
CALL0017783,ACC0009624,2026-03-06 06:17:17,AGT0000043,CMP0000005,OUTBOUND,VND0000015,NO_ANSWER,778,UTC,true
CALL0017784,ACC0029027,2026-07-15 22:41:02,AGT0000931,CMP0000032,OUTBOUND,VND0000007,BUSY,130,Asia/Dubai,true
CALL0017785,ACC0022832,2026-03-04 07:13:43,AGT0000330,CMP0000026,OUTBOUND,VND0000009,VOICEMAIL,762,Asia/Dubai,true
CALL0017786,ACC0025575,2026-05-30 00:23:18,AGT0000793,CMP0000087,INBOUND,VND0000003,NO_ANSWER,345,Asia/Dubai,true
CALL0017787,ACC0002621,2026-04-23 17:11:01,AGT0000674,CMP0000082,OUTBOUND,VND0000010,FAILED,357,Asia/Kolkata,true
CALL0017788,ACC0028847,2026-04-12 09:31:35,AGT0000137,CMP0000026,OUTBOUND,VND0000008,BUSY,386,Asia/Dubai,true
CALL0017789,ACC0011669,2026-02-19 05:01:49,AGT0000190,CMP0000012,OUTBOUND,VND0000003,BUSY,35,Asia/Kolkata,true
CALL0017790,ACC0028754,2026-07-03 16:10:42,AGT0000402,CMP0000116,OUTBOUND,VND0000006,FAILED,541,Asia/Dubai,true
CALL0017791,ACC0016409,2026-07-12 11:45:09,AGT0000321,CMP0000015,OUTBOUND,VND0000002,BUSY,44,Asia/Dubai,true
CALL0017792,ACC0022910,2026-05-21 12:39:20,AGT0000303,CMP0000073,OUTBOUND,VND0000007,ANSWERED,785,Asia/Dubai,true
CALL0017793,ACC0024351,2026-04-19 12:22:49,AGT0000599,CMP0000086,OUTBOUND,VND0000004,VOICEMAIL,665,Asia/Kolkata,true
CALL0017794,ACC0029758,2026-07-23 13:32:44,AGT0000345,CMP0000070,OUTBOUND,VND0000015,ANSWERED,746,UTC,true
CALL0017795,ACC0004984,2026-06-07 22:26:40,AGT0000221,CMP0000044,OUTBOUND,VND0000007,NO_ANSWER,106,UTC,true
CALL0017796,ACC0017961,2026-05-20 15:49:52,AGT0000451,CMP0000078,OUTBOUND,VND0000002,VOICEMAIL,576,Asia/Dubai,true
CALL0017797,ACC0001244,2026-01-14 05:51:40,AGT0000705,CMP0000017,OUTBOUND,VND0000001,FAILED,295,UTC,true
CALL0017798,ACC0029998,2026-06-15 04:21:26,AGT0000700,CMP0000091,OUTBOUND,VND0000012,BUSY,302,Asia/Kolkata,true
CALL0017799,ACC0009397,2026-03-31 03:28:31,AGT0000480,CMP0000001,OUTBOUND,VND0000004,ANSWERED,341,Asia/Kolkata,true
CALL0017800,ACC0028639,2026-07-14 06:04:54,AGT0000358,CMP0000004,OUTBOUND,VND0000007,VOICEMAIL,727,Asia/Kolkata,true
CALL0017801,ACC0008187,2026-06-18 12:44:17,AGT0000779,CMP0000118,OUTBOUND,VND0000004,ANSWERED,189,Asia/Kolkata,true
CALL0017802,ACC0005957,2026-03-22 13:53:07,AGT0000377,CMP0000012,OUTBOUND,VND0000008,ANSWERED,723,Asia/Dubai,true
CALL0017803,ACC0019061,2026-07-05 15:45:40,AGT0000805,CMP0000047,OUTBOUND,VND0000012,VOICEMAIL,505,Asia/Kolkata,true
CALL0017804,ACC0007749,2026-07-28 14:00:22,AGT0000443,CMP0000091,OUTBOUND,VND0000015,ANSWERED,362,Asia/Dubai,true
CALL0017805,ACC0002395,2026-02-22 18:00:09,AGT0000149,CMP0000059,OUTBOUND,VND0000011,ANSWERED,181,Asia/Dubai,true
CALL0017806,ACC0016587,2026-06-07 21:08:23,AGT0000751,CMP0000036,INBOUND,VND0000001,VOICEMAIL,736,Asia/Kolkata,true
CALL0017807,ACC0009855,2026-07-27 19:22:57,AGT0000235,CMP0000045,OUTBOUND,VND0000003,BUSY,408,UTC,true
CALL0017808,ACC0007508,2026-03-31 23:59:56,AGT0000291,CMP0000072,OUTBOUND,VND0000009,BUSY,382,Asia/Kolkata,true
CALL0017809,ACC0004754,2026-02-20 06:13:23,AGT0000464,CMP0000035,INBOUND,VND0000008,FAILED,38,UTC,true
CALL0017810,ACC0022421,2026-07-25 08:14:05,AGT0000187,CMP0000064,OUTBOUND,VND0000006,VOICEMAIL,146,UTC,true
CALL0017811,ACC0015678,2026-05-20 07:05:30,AGT0000169,CMP0000019,OUTBOUND,VND0000002,VOICEMAIL,350,Asia/Kolkata,true
CALL0017812,ACC0021879,2026-05-16 06:57:43,AGT0000187,CMP0000046,OUTBOUND,VND0000009,BUSY,789,Asia/Dubai,true
CALL0017813,ACC0019928,2026-05-17 09:01:49,AGT0000305,CMP0000033,OUTBOUND,VND0000007,NO_ANSWER,308,UTC,true
CALL0017814,ACC0012233,2026-06-20 13:28:00,AGT0000185,CMP0000117,INBOUND,VND0000011,VOICEMAIL,642,Asia/Dubai,true
CALL0017815,ACC0019288,2026-07-30 02:58:20,AGT0000855,CMP0000067,OUTBOUND,VND0000011,NO_ANSWER,710,Asia/Dubai,true
CALL0017816,ACC0009784,2026-07-26 23:00:19,AGT0000586,CMP0000103,OUTBOUND,VND0000003,BUSY,41,Asia/Kolkata,true
CALL0017817,ACC0007093,2026-04-20 03:14:12,AGT0000032,CMP0000045,INBOUND,VND0000006,ANSWERED,378,Asia/Dubai,true
CALL0017818,ACC0023214,2026-03-10 03:41:16,AGT0000348,CMP0000035,OUTBOUND,VND0000015,ANSWERED,58,UTC,true
CALL0017819,ACC0013096,2026-06-23 12:40:37,AGT0000834,CMP0000098,OUTBOUND,VND0000013,FAILED,692,Asia/Dubai,true
CALL0017820,ACC0009930,2026-05-18 15:02:22,AGT0000899,CMP0000027,OUTBOUND,VND0000008,VOICEMAIL,176,UTC,true
CALL0017821,ACC0015646,2026-04-16 02:11:30,AGT0000607,CMP0000051,OUTBOUND,VND0000011,NO_ANSWER,481,UTC,true
CALL0017822,ACC0001053,2026-05-28 17:19:15,AGT0000795,CMP0000071,OUTBOUND,VND0000009,FAILED,686,UTC,true
CALL0017823,ACC0014197,2026-02-26 22:15:59,AGT0000457,CMP0000062,OUTBOUND,VND0000011,ANSWERED,836,UTC,true
CALL0017824,ACC0012400,2026-05-16 04:31:38,AGT0000060,CMP0000017,OUTBOUND,VND0000009,VOICEMAIL,686,Asia/Kolkata,true
CALL0017825,ACC0004973,2026-07-06 13:32:54,AGT0000036,CMP0000078,OUTBOUND,VND0000007,BUSY,778,Asia/Kolkata,true
CALL0017826,ACC0023460,2026-02-19 12:29:35,AGT0000430,CMP0000079,OUTBOUND,VND0000004,FAILED,379,Asia/Dubai,true
CALL0017827,ACC0001840,2026-04-29 11:11:51,AGT0000132,CMP0000053,OUTBOUND,VND0000010,NO_ANSWER,346,Asia/Dubai,true
CALL0017828,ACC0017764,2026-07-10 01:27:13,AGT0000278,CMP0000081,OUTBOUND,VND0000008,VOICEMAIL,111,Asia/Kolkata,true
CALL0017829,ACC0003430,2026-04-10 16:43:57,AGT0000165,CMP0000035,OUTBOUND,VND0000005,ANSWERED,727,Asia/Kolkata,true
CALL0017830,ACC0020652,2026-06-11 13:02:33,AGT0000682,CMP0000050,OUTBOUND,VND0000013,ANSWERED,782,Asia/Dubai,true
CALL0017831,ACC0015737,2026-03-09 19:25:17,AGT0000433,CMP0000097,OUTBOUND,VND0000008,ANSWERED,779,UTC,true
CALL0017832,ACC0013953,2026-03-08 00:42:30,AGT0000789,CMP0000117,OUTBOUND,VND0000014,BUSY,461,UTC,true
CALL0017833,ACC0019885,2026-01-06 23:33:08,AGT0000901,CMP0000071,OUTBOUND,VND0000012,ANSWERED,464,UTC,true
CALL0017834,ACC0015462,2026-04-16 12:55:13,AGT0000777,CMP0000064,OUTBOUND,VND0000005,ANSWERED,67,Asia/Dubai,true
CALL0017835,ACC0019069,2026-02-28 16:06:55,AGT0000314,CMP0000101,OUTBOUND,VND0000009,ANSWERED,420,UTC,true
CALL0017836,ACC0007690,2026-03-03 02:49:28,AGT0000792,CMP0000030,OUTBOUND,VND0000012,FAILED,11,UTC,true
CALL0017837,ACC0013424,2026-02-05 18:40:34,,CMP0000087,OUTBOUND,VND0000006,NO_ANSWER,530,Asia/Dubai,true
CALL0017838,ACC0007454,2026-08-07 11:05:52,AGT0000168,CMP0000032,OUTBOUND,VND0000010,BUSY,89,UTC,true
CALL0017839,ACC0011010,2026-06-18 10:16:45,AGT0000862,CMP0000095,OUTBOUND,VND0000008,FAILED,347,UTC,true
